feature,source,identified_name,isomer,Mode,Adduct,MMD,KEGGID,HMDBID
HILIC_104.070569221783_54.7384193228796,library,3-AMINOISOBUTANOATE,Y,HILIC,M+H,Y,C05145,HMDB0003911
HILIC_104.10692662053_50.0042558483832,library,CHOLINE,Y,HILIC,M+H,,C00114,HMDB0000097
HILIC_104.10692662053_50.0042558483832,library,CHOLINE,Y,HILIC,M+H,,C00114,HMDB0000097
HILIC_106.049875652409_83.2485660116225,library,L-SERINE,NA,HILIC,M+H,Y,C00065,HMDB0000187
HILIC_108.080731306472_38.3179249794503,library,BENZYLAMINE,NA,HILIC,M+H,,C15562,HMDB0033871
HILIC_110.027024299473_76.4363292976869,library,HYPOTAURINE,NA,HILIC,M+H,,C00519,HMDB0000965
HILIC_110.059994489462_38.2919873651856,library,2-AMINOPHENOL,NA,HILIC,M+H,,C01987,NA
HILIC_113.059646701316_28.5823538203532,library,SORBATE,NA,HILIC,M+H,,NA,NA
HILIC_116.070583889372_58.924856258073,library,L-PROLINE,Y,HILIC,M+H,Y,C00148,HMDB0000162
HILIC_116.070607186775_113.875955419157,library,L-PROLINE,Y,HILIC,M+H,Y,C00148,HMDB0000162
HILIC_118.061185861119_80.396276598971,library,GUANIDINOACETATE,NA,HILIC,M+H,,C00581,HMDB0000128
HILIC_118.06507402988_53.3821689154248,library,INDOLE,NA,HILIC,M+H,,C00463,HMDB0000738
HILIC_118.086213874401_65.8643870892644,library,BETAINE,Y,HILIC,M+H,,C00719,HMDB0000043
HILIC_118.086213874401_65.8643870892644,library,L-VALINE,Y,HILIC,M+H,Y,C00183,HMDB0000883
HILIC_118.086213874401_65.8643870892644,library,L-NORVALINE,Y,HILIC,M+H,Y,C01826,HMDB0013716
HILIC_118.086213874401_65.8643870892644,library,L-VALINE,Y,HILIC,M+H,Y,C00183,HMDB0000883
HILIC_118.086213874401_65.8643870892644,library,5-AMINOPENTANOATE,Y,HILIC,M+H,Y,C00431,HMDB0003355
HILIC_120.00318918539_77.4662378466731,library,GLYCINE,NA,HILIC,M+2Na-H,,C00037,HMDB0000123
HILIC_120.06551347401_73.4803573299029,library,L-ALLOTHREONINE,Y,HILIC,M+H,Y,C05519,HMDB0004041
HILIC_120.06551347401_73.4803573299029,library,L-THREONINE,Y,HILIC,M+H,Y,C00188,HMDB0000167
HILIC_120.06551347401_73.4803573299029,library,HOMOSERINE,Y,HILIC,M+H,Y,C00263,HMDB0000719
HILIC_122.096394386556_35.6861352730482,library,PHENETHYLAMINE,NA,HILIC,M+H,,C05332,HMDB0012275
HILIC_123.055215009781_38.189073665485,library,NICOTINAMIDE,NA,HILIC,M+H,,C00153,HMDB0001406
HILIC_126.021937830173_62.3581472122722,library,TAURINE,NA,HILIC,M+H,,C00245,HMDB0000251
HILIC_126.10257047836_88.9366378297843,library,3-METHYLHISTAMINE,NA,HILIC,M+H,,NA,HMDB0001861
HILIC_130.049874731267_35.9870639823281,library,5-OXO-L-PROLINE,Y,HILIC,M+H,Y,C01879,HMDB0000267
HILIC_130.049874731267_35.9870639823281,library,5-OXO-D-PROLINE,Y,HILIC,M+H,Y,C01879,HMDB0000805
HILIC_130.065207044282_38.4125231258036,library,QUINOLINE,NA,HILIC,M+H,,C06413,HMDB0033731
HILIC_130.086295936466_59.9147597020713,library,L-PIPECOLIC ACID,Y,HILIC,M+H,,C00408,HMDB0000716
HILIC_130.086295936466_59.9147597020713,library,PIPECOLATE,Y,HILIC,M+H,,C00408,HMDB0000070
HILIC_132.076675493316_71.0940890588739,library,CREATINE,Y,HILIC,M+H,,C00300,HMDB0000064
HILIC_132.076675493316_71.0940890588739,library,CREATINE,Y,HILIC,M+H,,C00300,HMDB0000064
HILIC_132.101904902612_50.9918315623802,library,NORLEUCINE,Y,HILIC,M+H,Y,C01933,HMDB0001645
HILIC_132.101904902612_50.9918315623802,library,LEUCINE,Y,HILIC,M+H,Y,C00123,HMDB0000687
HILIC_132.101904902612_50.9918315623802,library,L-ISOLEUCINE,Y,HILIC,M+H,Y,C00407,HMDB0000172
HILIC_133.060636078017_87.2743584107052,library,L-ASPARAGINE,Y,HILIC,M+H,,C00152,HMDB0000168
HILIC_133.097143449024_115.921202047073,library,D-ORNITHINE,Y,HILIC,M+H,Y,C00515,HMDB0003374
HILIC_133.097143449024_115.921202047073,library,L-ORNITHINE,Y,HILIC,M+H,Y,C00077,HMDB0000214
HILIC_134.044768738079_83.047914481824,library,L-ASPARTATE,Y,HILIC,M+H,,C00049,HMDB0000191
HILIC_134.044768738079_83.047914481824,library,D-ASPARTATE,Y,HILIC,M+H,Y,C00402,HMDB0006483
HILIC_137.045786951672_46.0158689750741,library,HYPOXANTHINE,NA,HILIC,M+H,Y,C00262,HMDB0000157
HILIC_137.070976305961_55.7143527576089,library,1-METHYLNICOTINAMIDE,NA,HILIC,M+H,,C02918,HMDB0000699
HILIC_138.091399812664_36.7166105761821,library,2-Hydroxyphenethylamine (IROA called Phenylethanolamine),Y,HILIC,M+H,,C02735,HMDB0001065
HILIC_138.091399812664_36.7166105761821,library,TYRAMINE,Y,HILIC,M+H,,C00483,HMDB0000306
HILIC_139.050171242006_41.3700239721925,library,UROCANATE,NA,HILIC,M+H,Y,C00785,HMDB0000301
HILIC_142.026436553896_115.001040389163,library,ETHANOLAMINE PHOSPHATE,Y,HILIC,M+H,Y,C00346,HMDB0000224
HILIC_142.026436553896_115.001040389163,library,2-AMINOETHYL DIHYDROGEN PHOSPHATE,Y,HILIC,M+H,Y,C00346,HMDB0000224
HILIC_144.080814501859_47.5542068455586,library,1-NAPHTHYLAMINE,NA,HILIC,M+H,,C14790,HMDB0243964
HILIC_146.092361320484_45.2971056209871,library,4-GUANIDINOBUTANOATE,NA,HILIC,M+H,,C01035,HMDB0003464
HILIC_146.117527511084_51.344594330973,library,DEOXYCARNITINE (Butyrobetaine),Y,HILIC,M+H,,C01181,HMDB0001161
HILIC_146.117527511084_51.344594330973,library,ACETYLCHOLINE,Y,HILIC,M+H,,C01996,HMDB0000895
HILIC_146.165243886294_293.190015122945,library,SPERMIDINE,Y,HILIC,M+H,,C00315,HMDB0001257
HILIC_146.165243886294_293.190015122945,library,SPERMIDINE,Y,HILIC,M+H,,C00315,HMDB0001257
HILIC_147.076401295924_85.305521582854,library,L-GLUTAMINE,NA,HILIC,M+H,Y,C00064,HMDB0000641
HILIC_147.112807546088_109.877178561485,library,L-LYSINE,Y,HILIC,M+H,Y,C00047,HMDB0000182
HILIC_147.112807546088_109.877178561485,library,L-LYSINE,Y,HILIC,M+H,Y,C00047,HMDB0000182
HILIC_148.060402532525_77.7269784909342,library,N-METHYL-D-ASPARTIC ACID,Y,HILIC,M+H,Y,C12269,HMDB0002393
HILIC_148.060402532525_77.7269784909342,library,L-GLUTAMIC ACID,Y,HILIC,M+H,Y,C00025,HMDB0000148
HILIC_148.060402532525_77.7269784909342,library,O-ACETYL-L-SERINE,Y,HILIC,M+H,Y,C00979,HMDB0003011
HILIC_149.059718456758_30.1401365570088,library,TRANS-CINNAMATE,NA,HILIC,M+H,Y,C10438,HMDB0000930
HILIC_150.058342033008_53.2025905302666,library,L-METHIONINE,NA,HILIC,M+H,Y,C00073,HMDB0000696
HILIC_152.056712001714_55.6137439288758,library,GUANINE,NA,HILIC,M+H,,C00242,HMDB0000132
HILIC_153.054634186791_31.3100705906666,library,"2',4'-DIHYDROXYACETOPHENONE",Y,HILIC,M+H,Y,C03663,HMDB0029659
HILIC_153.054634186791_31.3100705906666,library,RESORCINOL MONOACETATE,Y,HILIC,M+H,Y,C12064,NA
HILIC_156.076796196108_108.771330411648,library,L-HISTIDINE,Y,HILIC,M+H,Y,C00135,HMDB0000177
HILIC_156.076796196108_108.771330411648,library,L-HISTIDINE,Y,HILIC,M+H,Y,C00135,HMDB0000177
HILIC_162.112457905256_60.7698796133254,library,L-CARNITINE,NA,HILIC,M+H,,C00318,HMDB0000062
HILIC_163.12293451087_45.2105131064828,library,(S)-NICOTINE,NA,HILIC,M+H,,C00745,HMDB0001934
HILIC_165.05462580302_57.9172753769387,library,PHENYLPYRUVATE,Y,HILIC,M+H,Y,C00166,HMDB0000205
HILIC_165.05462580302_57.9172753769387,library,4-COUMARATE,Y,HILIC,M+H,Y,C00811,HMDB0002035
HILIC_166.086248194123_50.246203527487,library,L-PHENYLALANINE,NA,HILIC,M+H,Y,C00079,HMDB0000159
HILIC_167.070276221478_25.6945717949659,library,3-(2-HYDROXYPHENYL)PROPANOATE,NA,HILIC,M+H,Y,C01198,HMDB0033752
HILIC_168.101902411664_42.7772086632022,library,3-METHOXYTYRAMINE,NA,HILIC,M+H,,C05587,HMDB0000022
HILIC_170.092410623775_120.847373803266,library,N(PAI)-METHYL-L-HISTIDINE,NA,HILIC,M+H,Y,C01152,HMDB0000001
HILIC_175.118980386788_104.605244971726,library,L-ARGININE,NA,HILIC,M+H,,C00062,HMDB0000517
HILIC_176.06587366975_53.3801282988473,library,N-AMIDINO-L-ASPARTATE,NA,HILIC,M+H,,C03139,HMDB0003157
HILIC_176.102959693376_85.8466285063593,library,CITRULLINE,NA,HILIC,M+H,Y,C00327,HMDB0000904
HILIC_177.102188036576_37.6871636110729,library,SEROTONIN,NA,HILIC,M+H,,C00780,HMDB0000259
HILIC_180.086679565331_92.5911024577417,library,D-(+)-GLUCOSAMINE,NA,HILIC,M+H,Y,C00329,HMDB0001514
HILIC_180.101750589365_46.6650788833468,library,Salsolinol,NA,HILIC,M+H,,C09642,HMDB0005199
HILIC_181.071991460229_37.0343194511622,library,THEOBROMINE,Y,HILIC,M+H,,C07480,HMDB0002825
HILIC_181.071991460229_37.0343194511622,library,PARAXANTHINE,Y,HILIC,M+H,,C13747,HMDB0001860
HILIC_181.071991460229_37.0343194511622,library,THEOPHYLLINE,Y,HILIC,M+H,,C07130,HMDB0001889
HILIC_182.081229614976_58.3345982939457,library,L-TYROSINE,NA,HILIC,M+H,Y,C00082,HMDB0000158
HILIC_189.123339446935_77.4018586428072,library,NALPHA-ACETYL-L-LYSINE,NA,HILIC,M+H,Y,C12989,HMDB0000446
HILIC_191.029158376664_20.9324414109301,library,MONO-METHYL GLUTARATE,Y,HILIC,M+2Na-H,Y,NA,HMDB0000858
HILIC_191.029158376664_20.9324414109301,library,2-METHYLGLUTARIC ACID,Y,HILIC,M+2Na-H,Y,NA,HMDB0000422
HILIC_192.065424093231_50.4734462401781,library,5-HYDROXYINDOLEACETATE,NA,HILIC,M+H,,C05635,HMDB0000763
HILIC_195.087651333369_33.1677215170327,library,CAFFEINE,NA,HILIC,M+H,,C07481,HMDB0001847
HILIC_203.052611493586_82.1253610185566,library,D-GALACTOSE,Y,HILIC,M+Na,Y,C00984,HMDB0000143
HILIC_203.052611493586_82.1253610185566,library,ALPHA-D-GLUCOSE,Y,HILIC,M+Na,Y,C00267,HMDB0003345
HILIC_203.052611493586_82.1253610185566,library,MANNOSE,Y,HILIC,M+Na,Y,C00936,HMDB0000169
HILIC_204.112525074384_48.8278525649473,library,L-TRYPTOPHANAMIDE,NA,HILIC,M+H,,C00977,HMDB0013318
HILIC_204.123045383251_48.4728210999102,library,O-ACETYL-L-CARNITINE,NA,HILIC,M+H,,C02571,HMDB0000201
HILIC_205.068248797621_58.7735271902256,library,MANNITOL,Y,HILIC,M+Na,Y,C00392,HMDB0000765
HILIC_205.068248797621_58.7735271902256,library,GALACTITOL,Y,HILIC,M+Na,,C01697,HMDB0000107
HILIC_205.09713097121_48.7649640808057,library,D-TRYPTOPHAN,Y,HILIC,M+H,Y,C00525,HMDB0013609
HILIC_205.09713097121_48.7649640808057,library,L-TRYPTOPHAN,Y,HILIC,M+H,Y,C00078,HMDB0000929
HILIC_215.139014101127_54.4702680072275,library,DETHIOBIOTIN,NA,HILIC,M+H,,C01909,HMDB0003581
HILIC_219.026476963315_81.0881669928755,library,ALLOSE,Y,HILIC,M+K,Y,C01487,HMDB0001151
HILIC_219.026476963315_81.0881669928755,library,D-TAGATOSE,NA,HILIC,M+K,Y,C00795,HMDB0003418
HILIC_219.026476963315_81.0881669928755,library,D-FRUCTOSE,Y,HILIC,M+K,Y,C02336,HMDB0000660
HILIC_219.026476963315_81.0881669928755,library,L-SORBOSE,Y,HILIC,M+K,Y,C08356,HMDB0001266
HILIC_219.026476963315_81.0881669928755,library,MYO-INOSITOL,Y,HILIC,M+K,Y,C00137,HMDB0000211
HILIC_220.081530478544_100.321249523905,library,O-SUCCINYL-L-HOMOSERINE,NA,HILIC,M+H,Y,C01118,HMDB0255868
HILIC_220.117925465841_35.6511515970575,library,D-PANTOTHENIC ACID,NA,HILIC,M+H,Y,C00864,HMDB0000210
HILIC_223.074751164546_171.364291028984,library,L-CYSTATHIONINE,NA,HILIC,M+H,Y,C02291,HMDB0000099
HILIC_225.148434886949_27.3963438616069,library,METHYL JASMONATE,NA,HILIC,M+H,,C11512,HMDB0036583
HILIC_241.029379961_67.9375794124504,library,GLUCONIC ACID,Y,HILIC,M+2Na-H,Y,C00257,HMDB0000625
HILIC_241.029379961_67.9375794124504,library,D-GLUCONATE,Y,HILIC,M+2Na-H,Y,C00257,HMDB0000625
HILIC_241.03114581819_181.865967224305,library,L-CYSTINE,NA,HILIC,M+H,,C00491,HMDB0000192
HILIC_243.095163460428_79.4482016998792,library,2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOSYLAMINE,NA,HILIC,M+Na,,C01239,HMDB0001104
HILIC_247.107713339693_32.1770010079894,library,N-ACETYL-D-TRYPTOPHAN,NA,HILIC,M+H,,C03137,HMDB0013713
HILIC_258.110157148926_115.316519121673,library,SN-GLYCERO-3-PHOSPHOCHOLINE,NA,HILIC,M+H,,C00670,HMDB0000086
HILIC_260.05305129319_278.729799347765,library,D-GLUCOSAMINE 6-PHOSPHATE,NA,HILIC,M+H,Y,C00352,HMDB0001254
HILIC_260.053055733434_56.7953173153481,library,N-ACETYL-D-GALACTOSAMINE,Y,HILIC,M+K,,C05021,HMDB0000853
HILIC_260.053055733434_56.7953173153481,library,N-ACETYL-D-MANNOSAMINE,Y,HILIC,M+K,,C00645,HMDB0001129
HILIC_261.037066933134_289.533432097873,library,D-GLUCOSE-6-PHOSPHATE,Y,HILIC,M+H,Y,C00092,HMDB0001401
HILIC_261.037066933134_289.533432097873,library,D-FRUCTOSE 6-PHOSPHATE,Y,HILIC,M+H,Y,C00085,HMDB0000124
HILIC_261.037066933134_289.533432097873,library,D-GLUCOSE 6-PHOSPHATE,Y,HILIC,M+H,Y,C00092,HMDB0001401
HILIC_261.037066933134_289.533432097873,library,ALPHA-D-GLUCOSE 1-PHOSPHATE,Y,HILIC,M+H,Y,C00103,HMDB0001586
HILIC_261.037066933134_289.533432097873,library,ALPHA-D-GALACTOSE 1-PHOSPHATE,Y,HILIC,M+H,Y,C00446,HMDB0000645
HILIC_261.037066933134_289.533432097873,library,D-MANNOSE 6-PHOSPHATE,Y,HILIC,M+H,Y,C00275,HMDB0001078
HILIC_265.111626572992_70.1548935421315,library,THIAMINE,NA,HILIC,M+H,,C00378,HMDB0000235
HILIC_268.103856881722_45.8311926479242,library,ADENOSINE,Y,HILIC,M+H,Y,C00212,HMDB0000050
HILIC_268.103856881722_45.8311926479242,library,2'-DEOXYGUANOSINE,Y,HILIC,M+H,Y,C00330,HMDB0000085
HILIC_269.087721431464_47.1540266524102,library,INOSINE,NA,HILIC,M+H,Y,C00294,HMDB0000195
HILIC_279.231784891295_25.4313044876763,library,GAMMA-LINOLENIC ACID,NA,HILIC,M+H,Y,C06426,HMDB0003073
HILIC_281.247412605723_24.1369840192813,library,LINOLEATE,NA,HILIC,M+H,Y,C01595,HMDB0000673
HILIC_283.263056874675_20.8360683774118,library,OLEATE,NA,HILIC,M+H,Y,C00712,HMDB0000207
HILIC_284.098860652077_57.0893596667429,library,GUANOSINE,NA,HILIC,M+H,Y,C00387,HMDB0000133
HILIC_290.134451346373_79.8591501182058,library,OPHTHALMIC ACID,NA,HILIC,M+H,Y,NA,HMDB0005765
HILIC_308.090922903086_224.569083640398,library,GLUTATHIONE,Y,HILIC,M+H,,C00051,HMDB0000125
HILIC_332.56187282885_289.117899208276,library,NAD,NA,HILIC,M+2H,Y,C00003,HMDB0000902
HILIC_335.063849001418_127.020148434312,library,NICOTINAMIDE MONONUCLEOTIDE,NA,HILIC,M+H,,C00455,HMDB0000229
HILIC_337.236191027352_27.5039369980772,library,LEUKOTRIENE B4,NA,HILIC,M+H,,C02165,HMDB0001085
HILIC_344.279513695273_32.2668147671066,library,LAUROYLCARNITINE,NA,HILIC,M+H,,NA,HMDB0002250
HILIC_349.2368593766_28.3266458883901,library,Tetrahydrocortisol,NA,HILIC,M-H2O+H,,C05472,NA
HILIC_365.105395787684_84.0679475322565,library,D-LACTOSE,Y,HILIC,M+Na,,C01970,HMDB0041627
HILIC_365.105395787684_84.0679475322565,library,PALATINOSE,Y,HILIC,M+Na,,C01742,NA
HILIC_365.105395787684_84.0679475322565,library,SUCROSE,Y,HILIC,M+Na,,C00089,HMDB0000258
HILIC_365.105395787684_84.0679475322565,library,MELIBIOSE,Y,HILIC,M+Na,,NA,HMDB0000048
HILIC_365.105395787684_84.0679475322565,library,MALTOSE,Y,HILIC,M+Na,,C00208,HMDB0000163
HILIC_365.105395787684_84.0679475322565,library,D-(+)-CELLOBIOSE,Y,HILIC,M+Na,,C06422,HMDB0000055
HILIC_365.105395787684_84.0679475322565,library,D-(+)-TREHALOSE,NA,HILIC,M+Na,,C01083,HMDB0000975
HILIC_385.12824123052_89.8781376444647,library,S-(5'-ADENOSYL)-L-HOMOCYSTEINE,NA,HILIC,M+H,Y,C00021,HMDB0000939
HILIC_385.34604022187_26.8881925761962,library,25-HYDROXYCHOLESTEROL,NA,HILIC,M-H2O+H,,C15519,HMDB0006247
HILIC_585.270109988377_27.8272441119784,library,BILIRUBIN,NA,HILIC,M+H,Y,C00486,HMDB0000054
HILIC_89.1073091636776_78.2812317906554,library,PUTRESCINE,Y,HILIC,M+H,,C00134,HMDB0001414
HILIC_89.1073091636776_78.2812317906554,library,PUTRESCINE,Y,HILIC,M+H,,C00134,HMDB0001414
HILIC_90.0549694518151_70.3351130353514,library,BETA-ALANINE,Y,HILIC,M+H,Y,C00099,HMDB0000056
HILIC_90.0549694518151_70.3351130353514,library,L-ALANINE,Y,HILIC,M+H,Y,C00041,HMDB0000161
HILIC_90.0549694518151_70.3351130353514,library,D-ALANINE,Y,HILIC,M+H,Y,C00133,HMDB0001310
HILIC_90.0549694518151_70.3351130353514,library,SARCOSINE,Y,HILIC,M+H,Y,C00213,HMDB0000271
HILIC_90.0549694518151_70.3351130353514,library,L-ALANINE,Y,HILIC,M+H,Y,C00041,HMDB0000161
HILIC_94.0651034098533_47.8933859649306,library,ANILINE,Y,HILIC,M+H,,C00292,HMDB0003012
HILIC_94.0651034098533_47.8933859649306,library,ANILINE,Y,HILIC,M+H,,C00292,HMDB0003012
HILIC_85.0283982538506_49.3627576283521,annotation,3-Butynoate,N,C18,M+H,Y,C06144,NA
C18_85.0295202700189_24.9083669970474,annotation,Diacetyl,N,C18,M-H,N,C00741,HMDB0003407
C18_86.024815548073_91.1307346956081,annotation,Hydrogen cyanide,N,C18,M+Hac-H,N,C01326,HMDB0060292
HILIC_86.0600096990791_86.0350252624882,annotation,Acetone cyanohydrin,N,C18,M+H,N,C02659,HMDB0060427
HILIC_86.0963934260348_48.2367933565866,annotation,Piperidine,N,C18,M+H,N,C01746,HMDB0034301
C18_87.008748837038_24.060863492984,annotation,Pyruvate,N,C18,M-H,N,C00022,HMDB0000243
HILIC_87.0440664180162_292.996531918628,annotation,Succinic aldehyde,N,C18,M+H,N,C16835,HMDB0258537
C18_87.0451523923482_30.0180498985361,annotation,Propylene,N,C18,M+FA-H,N,C11505,HMDB0256839
C18_88.0040397353644_197.6190619694,annotation,Oxamate,N,C18,M-H,Y,C01444,NA
HILIC_88.0757072390906_85.9085842624815,annotation,(E)-2-Methylpropanal oxime,N,C18,M+H,Y,C03219,HMDB0031243
C18_88.9880435666205_31.5445860260535,annotation,Oxalate,N,C18,M-H,N,C00209,HMDB0002329
C18_89.024436719819_25.6010465145833,annotation,Glycerone,N,C18,M-H,N,C00184,HMDB0001882
HILIC_89.0596264645825_22.182014269977,annotation,Butanoic acid,N,C18,M+H,N,C00246,HMDB0000039
HILIC_89.0596890957605_283.755391345988,annotation,2-Methylpropanoate,N,C18,M+H,N,C02632,HMDB0001873
HILIC_90.0549694518151_70.3351130353514,annotation,L-Alanine,N,C18,M+H,N,C00041,HMDB0000161
HILIC_90.091345511095_109.269081368148,annotation,N-(2-Methylpropanyl)hydroxylamine,N,C18,M+H,N,C21369,NA
HILIC_90.9766483380363_75.6578333907158,annotation,Formate,N,C18,M+2Na-H,N,C00058,HMDB0000142
HILIC_91.0542144056091_58.2309647900585,annotation,Benzylamine,N,C18,M+H-NH3,N,C15562,HMDB0033871
C18_93.0013408568376_201.641971521924,annotation,Dimethyl sulfone,N,C18,M-H,N,C11142,HMDB0004983
HILIC_93.0698645556002_27.3654063890941,annotation,Toluene,N,C18,M+H,N,C01455,HMDB0034168
HILIC_94.0651034098533_47.8933859649306,annotation,Aniline,N,C18,M+H,Y,C00292,HMDB0003012
HILIC_95.0127230754417_83.9406464482971,annotation,2-Furoate,N,C18,M+H-H2O,Y,C01546,HMDB0000617
HILIC_95.0491192416874_58.5299210585591,annotation,Phenol,N,C18,M+H,N,C00146,NA
HILIC_95.0603688006595_90.2814948109762,annotation,Histamine,N,C18,M+H-NH3,Y,C00388,HMDB0000870
C18_96.009155829472_288.384359236239,annotation,Maleimide,N,C18,M-H,N,C07272,HMDB0254312
HILIC_96.0443422140013_91.0424473405088,annotation,1-Pyrroline-2-carboxylate,N,C18,M+H-H2O,Y,C03564,HMDB0006875
HILIC_96.0443794632954_295.298713225741,annotation,Hydroxyproline,N,C18,M+H-2H2O,N,C01157,HMDB0000725
HILIC_96.0783251826654_62.4211034509356,annotation,Butylamine,N,C18,M+Na,N,C18706,HMDB0032179
C18_96.9600964099754_21.3293463366528,annotation,Sulfate,N,C18,M-H,N,C00059,HMDB0001448
HILIC_97.028437883201_283.560593478667,annotation,Furfural,N,C18,M+H,N,C14279,HMDB0032914
HILIC_97.0284505045918_207.520258224008,annotation,"(S)-4,5-Dihydroxypentane-2,3-dione",N,C18,M+H-2H2O,N,C11838,NA
HILIC_97.0647803017479_28.645171260103,annotation,Cyclohex-2-enone,N,C18,M+H,N,C02395,HMDB0245089
C18_98.024786617981_280.631995336326,annotation,Hymexazol,N,C18,M-H,Y,C11103,NA
C18_99.0064038538411_60.9043017099213,annotation,Methanol,N,C18,M-H+HCOONa,N,C00132,HMDB0001875
HILIC_99.0440388734844_284.158258638304,annotation,3-Methyl-2-oxobutanoic acid,N,C18,M+H-H2O,N,C00141,HMDB0000019
HILIC_99.0804027009205_21.0183777854517,annotation,Cyclohexanone,N,C18,M+H,Y,C00414,HMDB0003315
HILIC_99.0804225924887_285.945244893565,annotation,Hexanoic acid,N,C18,M+H-H2O,N,C01585,HMDB0000535
HILIC_100.039283165247_287.455483398222,annotation,Hymexazol,N,C18,M+H,Y,C11103,NA
HILIC_100.075634567049_36.2333927470486,annotation,(2R)-2-Hydroxy-2-methylbutanenitrile,N,C18,M+H,N,C18796,HMDB0060309
HILIC_100.11202817965_36.3467633079489,annotation,Cyclohexylamine,N,C18,M+H,N,C00571,HMDB0031404
C18_101.024404810673_26.5472072496011,annotation,2-Oxobutanoate,N,C18,M-H,Y,C00109,HMDB0000005
HILIC_101.059721940168_294.491520331747,annotation,5-Hydroxypentanoate,N,C18,M+H-H2O,N,C02804,HMDB0061927
HILIC_101.059712915613_95.9247687966243,annotation,3-Hydroxyisovalerate,N,C18,M+H-H2O,Y,C20827,NA
C18_101.060771783514_33.2974601878257,annotation,Pentanoate,N,C18,M-H,N,C00803,HMDB0000892
HILIC_101.070944979669_84.759203644256,annotation,"L-2,4-Diaminobutanoate",N,C18,M+H-H2O,N,C03283,HMDB0006284
HILIC_102.054944378965_77.7703186188898,annotation,1-Aminocyclopropane-1-carboxylate,N,C18,M+H,N,C01234,HMDB0036458
C18_102.056066169871_22.7226744566593,annotation,4-Aminobutanoate,N,C18,M-H,Y,C00334,HMDB0000112
HILIC_102.091326342836_55.1255367196625,annotation,3-Methylbutyraldehyde oxime,N,C18,M+H,N,C17255,NA
HILIC_102.127716515679_94.4023629876109,annotation,Triethylamine,N,C18,M+H,N,C14691,HMDB0032539
C18_103.003715477395_18.2914003941751,annotation,Malonate,N,C18,M-H,N,C00383,NA
HILIC_103.038932728251_60.0367902882659,annotation,2-Oxobutanoate,N,C18,M+H,Y,C00109,HMDB0000005
C18_103.040090045889_28.0576391298246,annotation,4-Hydroxybutanoic acid,N,C18,M-H,N,C00989,NA
HILIC_103.054184083176_49.1821458797801,annotation,4-Hydroxystyrene,N,C18,M+H-H2O,Y,C05627,HMDB0004072
C18_104.035357996175_28.0461477355041,annotation,L-Serine,N,C18,M-H,Y,C00065,HMDB0000187
HILIC_104.070569221783_54.7384193228796,annotation,4-Aminobutanoate,N,C18,M+H,Y,C00334,HMDB0000112
HILIC_105.069900666681_286.119958641775,annotation,Phenethylamine,N,C18,M+H-NH3,N,C05332,HMDB0012275
HILIC_106.049875652409_83.2485660116225,annotation,L-Serine,N,C18,M+H,Y,C00065,HMDB0000187
HILIC_106.068375124244_166.484219601047,annotation,3-Methylthiopropanamine,N,C18,M+H,Y,C03354,NA
HILIC_106.086246748333_50.8210591246551,annotation,Diethanolamine,N,C18,M+H,N,C06772,HMDB0004437
C18_107.050272026065_26.8572527880878,annotation,Benzyl alcohol,N,C18,M-H,N,C00556,NA
HILIC_107.085470842481_28.5869347120405,annotation,Ethylbenzene,N,C18,M+H,Y,C07111,HMDB0059905
HILIC_108.044386599189_294.372880722605,annotation,"3,6-Dihydronicotinic acid",N,C18,M+H-H2O,N,C16671,NA
C18_108.045545636979_87.9768113778569,annotation,4-Hydroxyaniline,N,C18,M-H,Y,C02372,HMDB0001169
HILIC_108.080731306472_38.3179249794503,annotation,ortho-Toluidine,N,C18,M+H,N,C14403,HMDB0041965
HILIC_109.028443723037_270.507947776158,annotation,Phloroglucinol,N,C18,M+H-H2O,Y,C02183,HMDB0013675
C18_109.029532843221_90.061618937608,annotation,Catechol,N,C18,M-H,Y,C00090,NA
C18_109.029495695892_291.548773979829,annotation,Resorcinol,N,C18,M-H,Y,C01751,HMDB0032037
C18_109.985991239671_59.0742156193211,annotation,Cyanate,N,C18,M-H+HCOONa,N,C01417,HMDB0002078
C18_110.024790931654_289.053577505297,annotation,"2,5-Dihydroxypyridine",N,C18,M-H,Y,C01059,NA
C18_110.024774648875_96.0111907298408,annotation,"2,6-Dihydroxypyridine",N,C18,M-H,N,C03056,NA
HILIC_110.027024299473_76.4363292976869,annotation,Hypotaurine,N,C18,M+H,N,C00519,HMDB0000965
HILIC_110.034886618901_46.7030053315073,annotation,5-Amino-4-imidazole carboxylate,N,C18,M+H-H2O,Y,C05516,NA
HILIC_110.059994489462_38.2919873651856,annotation,Hydroxylaminobenzene,N,C18,M+H,N,C02720,NA
HILIC_110.060075958365_296.127202061257,annotation,4-Hydroxyaniline,N,C18,M+H,Y,C02372,HMDB0001169
